,name,type,formed,location_x,stage,company,acquired,searchfund_index,searchWebsite,companyWebsite,industry,location_y,searchers,investors,associates,search time
1602,Kensington Riverside Capital  Columbia University - Columbia Business School,Traditional,2014-11-11,"New York, NY, United States",Inactive,,,190,,,,,['Geoff\xa0Silver'],[],[],
1603,HYTEN Partners  ,Self Funded,2019-04-01,"New York, NY, USA",Explore,,,1214,www.hytenpartners.com,,,,['Andrew\xa0Hoffman'],[],[],
1604,Versa Capital  ,Traditional,2019-09-01,"Madrid, Spain",Search,,,1470,www.versacapital.es,,,,['Maxime\xa0weissend'],[],[],
1605,Ludlow Capital,Self Funded,2020-07-29,"Cincinnati, OH, USA",Search,,,1726,www.ludlow-capital.com,,,,[],[],[],
1606,Transition Strategy Management  ,Traditional,,"Elmhurst, Illinois, United States",Explore,,,1982,,,,,['Adam\xa0Minick'],[],[],
1607,MTL Capital  ,Traditional,2013-06-06,"Montreal, QC, Canada",Inactive,,,191,,,,,"['Jonathan\xa0Ferrari', 'Neil\xa0Cuggy']","['Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Greg\xa0Matthews', 'Grant\xa0Schafle', 'Sandro\xa0Mina', 'Martin\xa0Steber', 'A.J.\xa0Wasserstein', 'Bill\xa0Egan ', 'Mark\xa0Egan ', 'Donald\xa0Olds ', 'Guthrie\xa0Stewart ', 'Gerald\xa0Risk', 'Tim\xa0Ludwig', 'Glenn\xa0Healey', 'Zachary\xa0Urban', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'David\xa0Carver', 'Todd\xa0Tracey', 'Jay\xa0Ferst', 'Dom\xa0Ferst', 'Pierre\xa0Nader ']",[],
1608,LeGrande Partners  ,Traditional,2016-08-01,"Chicago, IL, United States",Inactive,,,447,http://legrandepartners.com/,,,,['Colin\xa0Pulte '],"['Mark\xa0Anderegg', 'Coley\xa0Andrews', 'WILLIAM\xa0CONN ', 'Paul\xa0Davies', 'Rene\xa0Lajous', 'PATRICK\xa0MCADARAGH ', 'ROBERT\xa0PULTE ', 'Bill\xa0PULTE ', 'Andrew\xa0Saltoun ', 'Jim\xa0Southern', 'Will\xa0Thorndike', 'Kent\xa0Weaver']",[],
1609,Green Cresent Capital  ,Self Funded,2018-06-01,"Los Angeles, CA, USA",Search,,,959,www.greencrescap.com,,,,['Salman\xa0Khan'],[],[],
1610,Park South Ventures  ,Traditional,2018-04-01,"Charlotte, NC, USA",Search,,,1215,https://www.parksouthventures.com/,,,,"['Richard\xa0Veal', 'Steven\xa0Ruoff ', 'Nathan\xa0Eccles']","['Wilbert\xa0Garcia ', 'Zach\xa0Schewe ', 'James\xa0B. ']",[],
1611,Ascendis Capital  ,Self Funded,2019-12-01,New York US and Monterrey MX,Search,,,1471,http://www.ascendiscapital.com/,,,,"['Felix\xa0Cardenas', 'J. Manuel\xa0Nuñez', 'José Eduardo\xa0Pérez Beltrán', 'Guillermo\xa0Farias ', 'Mariano\xa0Gonzalez Arnau', 'Cristian\xa0Santiago']",[],[],
1612,Grit Capital  ,Traditional,2020-11-17,"São Paulo, SP, Brasil",Search,,,1727,www.gritcapital.com.br,,,,"['Caio\xa0Zenatti', 'Rodolfo\xa0Guglielmi']",[],[],
1613,"Marble Arch, LLC  ",Traditional,,"Dover, DE, USA",Search,,,1983,https://marblearchinvestments.com/,,,,['Crawford\xa0Cass'],[],[],
1614,Niku Capital  ,Traditional,2018-09-01,"Mexico City, CDMX, Mexico",Explore,,,960,www.nikucapital.com,,,,['Victor\xa0Poplawsky Cohen'],[],[],
1615,New Endurance Capital  ,Traditional,2019-05-01,"Austin, TX, USA",Search,,,1216,https://www.newendurancecapital.com/,,,,['Ryan\xa0Crago'],"['Peter\xa0Schober', 'Sandro\xa0Mina', 'Martin\xa0Steber']",[],
1616,Pergamon Management LLC  ,Self Funded,2020-05-04,"Ann Arbor, MI, USA",Search,,,1472,http://www.pergamonmanagement.com,,,,['Adem\xa0Saglik'],[],[],
1617,Tenoris Capital ,Traditional,2020-11-23,"Copenhagen, Danmark",Raise,,,1728,www.tenoriscapital.eu,,,,['Joris\xa0Volmering'],[],[],
1618,The Opportunity Collective  ,Traditional,,"Tucson, Arizona, United States",Search,,,1984,https://theopportunityco.com/,,,,"['Rob\xa0Ryberg', 'Christopher\xa0Bennett']",[],[],
1619,Lee & Seah Capital ,Self Funded,2018-08-04,Singapore,Search,,,961,www.leeseahcapital.com,,,,"['Amelia\xa0Lee', 'Aileen\xa0Seah ']",[],[],
1620,Caribbean Agriculture ,Single Sponsor,,"Boston, MA, USA",Explore,,,1217,,,,,['Rasheed\xa0Walters'],[],[],
1621,Reciprocity Capital  ,Traditional,2020-05-01,"San Francisco, CA, USA",Explore,,,1473,,,,,['Nate\xa0Sheth'],[],[],
1622,BGD Independent  ,Self Funded,2020-12-01,"Haddonfield, NJ, USA",Explore,,,1729,,,,,['Bryan\xa0Dunn'],[],[],
1623,Kremena Capital  ,Traditional,,"New York, NY, USA",Explore,,,1985,http://www.kremenacapital.com/,,,,['Jeni\xa0Abramson'],[],[],
1624,Patriot Investment Partners  ,Self Funded,2018-06-01,"Melbourne, FL, USA",Search,,,962,,,,,['Ryan\xa0Brown'],[],[],
1625,Lexana Capital  ,Traditional,2020-02-12,"London, UK",Explore,,,1474,,,,,['Andrew\xa0Holgate'],[],[],
1626,Arisun Consolidated  ,Self Funded,2020-09-01,"Dallas, TX, USA",Search,,,1730,,,,,['Sarkaw\xa0Aziz'],[],[],
1627,ML Square  ,Traditional,,"Chicago, IL, USA",Explore,,,1986,,,,,['Lisa\xa0Zhao'],[],[],
1628,The Elens Group LLC  ,Traditional,2018-05-31,"Houston, TX, USA",Explore,,,963,www.elensgroup.com,,,,"['Sele\xa0Elens-Eigbokhan', 'Shivon\xa0Elens-Eigbokhan']",[],[],
1629,Blue Vista LLC  ,Self Funded,2019-06-01,"Denver, CO, USA",Search,,,1219,www.blue-vista.com,,,,['Sara\xa0Schaeffner'],[],[],
1630,Hermes Capital ,Traditional,2020-10-12,"São Paulo, SP, Brasil",Raise,,,1475,,,,,['Fabio\xa0Arruda'],[],[],
1631,Galanthus Partners  ,Traditional,2020-08-01,"London, UK",Search,,,1731,https://galanthuspartners.com/,,,,"['Oliver\xa0Garthwaite', 'Henrik\xa0Fridlund']","['Kyle\xa0Coots', 'Kurt\xa0Leedy', 'Andy\xa0Love', 'Brad\xa0Buser', 'B.A.\xa0Cullum', 'Kevin\xa0Taweel', 'Bret\xa0Comolli', 'Bill\xa0Egan ', 'Jason\xa0Pananos', 'Jay\xa0Davis', 'Lucas\xa0Braun', 'Ryan\xa0Robinson ', 'Andrew\xa0Saltoun ', 'Jan\xa0Simon', 'Kristoff\xa0Puelinckx', 'Will\xa0Thorndike', 'Kent\xa0Weaver', 'Simon\xa0Webster', 'Doug\xa0Tudor ', 'José\xa0Moreno', 'Manish\xa0Jindal']",[],
1632,35 North Capital  ,Traditional,,"Overland Park, KS, USA",Search,,,1987,http://35northcapital.com/,,,,['Jason\xa0Lehtinen'],[],[],
1633,Omberg LLC  ,Single Sponsor,2019-08-05,"Boston, MA, USA",Search,,,1220,www.ombergllc.com,,,,['Mandus\xa0Haakansson'],[],[],
1634,Assiduity Capital  ,Traditional,2019-11-11,"Amsterdam, Netherlands",Raise,,,1476,www.assiduitycapital.com,,,,['Handson\xa0Chiweshenga'],"['Alice\xa0Macris ', 'Szonja\xa0Kisgergely ']",[],
1635,VALI Capital Partners  ,Traditional,2020-11-23,"Mexico City, CDMX, Mexico",Raise,,,1732,www.valicapital.mx,,,,['Diego\xa0Hinojosa'],[],[],
1636,"Free Horizon Capital, LLC  ",Traditional,,"Grapevine, TX, USA",Search,,,1988,https://www.freehorizoncapital.com/,,,,['Aleksandra\xa0Irving'],[],[],
1637,MKB Succession  ,Self Funded,2017-12-01,"Lisse, Nederland",Search,,,709,www.mkbsuccession.nl,,,,['Johan\xa0de Jong'],[],[],
1638,Lightheart Management Partners,Self Funded,2018-06-01,"Vancouver, BC, Canada",Search,,,965,www.lightheartmanagement.com,,,,[],[],[],
1639,Legado Capital  ,Self Funded,2019-08-01,Portugal,Search,,,1221,http://www.legadocapital.pt/,,,,['David\xa0Eiras'],[],[],
1640,Tangineered Capital  ,Self Funded,,"Bristol, UK",Explore,,,1477,,,,,['Chin\xa0Tan'],[],[],
1641,Volcán Capital Partners,Traditional,2020-11-30,"Mexico City, CDMX, Mexico",Raise,,,1733,,,,,[],[],[],
1642,Atlantic CAN Capital  ,Traditional,,"Moncton, NB, Canada",Explore,,,1989,,,,,['Daniel\xa0Hashem'],[],[],
1643,Metanoia Capital  Massachusetts Institute of Technology - MIT Sloan School of Management,Traditional,2015-05-05,"Washington, DC, United States",Inactive,,,198,http://www.metanoiacapital.com/,,,,['Alissa\xa0Seiple'],"['Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Coley\xa0Andrews', 'Jim\xa0Southern', 'Mitch\xa0Cohen', 'Scott\xa0Alderman', 'Cregg\xa0Baumbaugh', 'Tom\xa0Cassutt', 'David\xa0Dodson', 'David\xa0Lazier', 'Gerald\xa0Risk', 'Will\xa0Thorndike', 'Kent\xa0Weaver', 'Greg\xa0Matthews', 'Grant\xa0Schafle']",[],
1644,Legacy Growth LLC,Self Funded,,"Chicago, IL, USA",Search,,,966,www.legacygrowthllc.com,,,,[],[],[],
1645,Generational Transfer Entrepreneurs - Joseph Hall  ,Traditional,2019-08-01,"Pittsburgh, PA, USA",Search,,,1222,,,,,['Joseph\xa0Hall'],[],[],
1646,Virya Capital  ,Traditional,2020-06-15,"São Paulo, State of São Paulo, Brazil",Search,,,1478,www.viryacapital.com.br,,,,['Paulo\xa0Molinari'],"['Coley\xa0Andrews', 'Keith\xa0Gross', 'Jim\xa0Southern', 'Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Alexander\xa0Saller', 'Rafael\xa0Bassani', 'Gerald\xa0Risk', 'Sara\xa0Rosenthal', 'Badge\xa0Stone', 'Macon\xa0Carroll', 'José\xa0Stella', 'Rafael\xa0Somoza', 'Jamie\xa0Turner ', 'Kirk\xa0Riedinger', 'Lucas\xa0Braun', 'Ryan\xa0Robinson ', 'Will\xa0Thorndike']",[],
1647,Centurion Ventures Capital LLC  ,Self Funded,,"New York, NY, USA",Search,,,1734,www.centurion-ventures.com,,,,['Hasnain\xa0Khimji'],[],[],
1648,Cumbria Capital  ,Traditional,2018-01-01,"Seattle, WA, USA",Search,,,967,https://www.cumbriacapital.com/,,,,['Zachary\xa0Jones'],"['Rich\xa0Kelley', 'Paul\xa0Davies', 'Andy\xa0Love', 'Brad\xa0Buser', 'Brad\xa0Brown', 'Will\xa0Thorndike', 'Andrew\xa0Saltoun ', 'Kent\xa0Weaver', 'David\xa0Dodson', 'Todd\xa0Tracey', 'David\xa0Carver', 'Jim\xa0Edmunds']",[],
1649,Markin Capital LLC  ,Traditional,2019-08-01,"Milwaukee, WI, USA",Search,,,1223,https://www.markincapital.com/,,,,['William\xa0Pauly'],[],[],
1650,Serious Capital  ,Self Funded,2020-08-03,"Redwood City, CA, USA",Search,,,1735,www.serious-capital.com,,,,"['Ben\xa0Serio', 'Jen\xa0Cariello Bell']",[],[],
1651,New Zephyr  ,Traditional,2018-06-01,"Queens, NY, USA",Search,,,968,https://www.newzephyr.com/,,,,['Priyank\xa0Pandey'],"['Andy\xa0Love', 'Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'J.T.\xa0Fitzgerald', 'Sam\xa0Duprey ']",[],
1652,LaunchbyDSC  ,Traditional,2020-01-01,Pennsylvania,Raise,,,1480,,,,,['Alan\xa0Chachapoya'],[],[],
1653,Saltire LLC  ,Self Funded,2020-11-01,"Miami, FL, USA",Search,,,1736,www.saltire.llc,,,,['Robert\xa0Rapson'],[],[],
1654,M.A.T.E. Search Fund  ,Self Funded,,"Melbourne VIC, Australia",Acquired,Victorian pre-cast concrete products business,,1992,,,Manufacturing,,"['Damian\xa0Blumenkranc', 'Miguel\xa0Donnenfeld']",[],[],
1655,Olea Nachfolge GmbH  ,Traditional,2016-06-01,"Leipzig, Germany",Search,,,457,http://www.olea-nachfolge.de,,,,['Manuel\xa0Hein '],"['Peter\xa0Schober', 'Sandro\xa0Mina', 'Martin\xa0Steber']",[],
1656,Vault Key Enterprises  ,Traditional,2012-07-22,"Cambridge, MA, United States",Inactive,,,713,,,,,['Ryan\xa0Cohen '],[],[],
1657,Reese Investment Group  ,Traditional,2018-05-01,"Memphis, TN, USA",Search,,,969,https://reeseinvestmentgroup.com/team,,,,['Daniel\xa0Reese'],"['Jim\xa0Southern', 'Coley\xa0Andrews', 'Scott\xa0Alderman', 'Jay\xa0Davis', 'Andy\xa0Love', 'Jason\xa0Pananos', 'Gerald\xa0Risk', 'Andrew\xa0Saltoun ', 'Will\xa0Thorndike', 'Kent\xa0Weaver']",[],
1658,Belth Capital Partners  ,Traditional,2019-05-01,"San Pedro Garza García, Nuevo Leon, Mexico",Search,,,1225,www.belthcapital.com/en.html,,,,"['José Eduardo\xa0Pérez Beltrán', 'J. Manuel\xa0Nuñez']",[],[],
1659,The AA Group  ,Self Funded,2020-07-01,"Genève, Suisse",Search,,,1481,www.theaagroup.ch,,,,['Abdelaziz\xa0Amraoui'],[],[],
1660,Warren Street Capital LLC  ,Self Funded,2020-09-01,"Needham, MA, USA",Explore,,,1737,https://www.warrenstcap.com/,,,,['Dylan\xa0Attia'],[],[],
1661,"Fair Winds Capital, LLC  ",Traditional,2016-11-01,"New York, NY, United States",Search,,,458,,,,,['Elizabeth\xa0Addonizio'],"['Tom\xa0Cassutt', 'David\xa0Lazier', 'David\xa0Carver', 'Jim\xa0Edmunds', 'Rich\xa0Kelley', 'Todd\xa0Tracey']",[],
1662,Ellery Group Holdings LLC  ,Traditional,2013-11-14,"Cambridge, MA, United States",Inactive,,,714,,,,,['Rana\xa0Kashyap '],[],[],
1663,Arbor Bay Partners,Self Funded,2019-01-01,"Dallas, TX, USA",Search,,,1226,www.arborbaypartners.com,,,,[],[],[],
1664,Cavan Legacy Capital  ,Traditional,2020-01-01,"Los Angeles, CA, USA",Search,,,1482,https://www.cavanlegacy.com/,,,,['Joshua\xa0Skelly'],"['Tyler\xa0Baum', 'Adam\xa0Fadden']",[],
1665,Woodport Holdings  ,Traditional,2020-08-01,"New York, NY, USA",Search,,,1738,https://woodportholdings.com/,,,,['Ryan\xa0Kelly'],[],[],
1666,Red Letter Capital LLC  ,Self Funded,2020-07-01,"Columbus, Georgia, United States",Search,,,1994,https://www.redlettercapital.org/,,,,['Dan\xa0Kurber'],[],[],
1667,Arzoo Care  ,Traditional,2015-09-01,"Philadelphia, PA, United States",Inactive,,,715,http://www.arzoocare.com/?lipi=urn%3Ali%3Apage%3Ad_flagship3_company%3BaOqqF5rBSv69QLjJMHT0Iw%3D%3D,,,,['Ahmed\xa0Makani'],[],[],
1668,Pillar Investments,Traditional,2040-01-01,"Toronto, ON, Canada",Inactive,,,1227,,,,,[],[],[],
1669,"JHMacon Capital, LLC  ",Traditional,2020-09-01,"Chicago, IL, USA",Search,,,1483,www.jhmaconcapital.com,,,,['Tarra\xa0Sharp'],"['Phoebe\xa0Chan', 'Julie\xa0White', 'Jason\xa0Chu', 'Smrithi\xa0Eswar', 'Akshay\xa0Patwardhan', 'Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Greg\xa0Matthews', 'Lacey\xa0Wismer', 'Neal\xa0Jacobs', 'Michael\xa0Curry', 'Keith\xa0Burns', 'Markus\xa0Scott ', 'Giovanni\xa0Gallo', 'Sara\xa0Rosenthal', 'Susan\xa0Pohlmeyer', 'Jason\xa0Kania', 'Matthew\xa0Burr']",[],
1670,"Strongpoint Ridge, LLC  ",Self Funded,2021-01-01,"Denver, Colorado, United States",Search,,,1995,https://www.strongpointridge.com/,,,,['Dave\xa0Lewis'],[],[],
1671,Karmeen  ,Traditional,2014-06-01,"Paris, France",Inactive,,,716,,,,,['Morgan\xa0Franc'],[],[],
1672,Little River Partners LLC  ,Self Funded,2019-08-23,"Atlanta, GA, USA",Search,,,1228,www.littleriver.partners,,,,['Tristan\xa0Wynn'],[],[],
1673,Allen Range Capital  ,Self Funded,2020-05-31,"San Francisco, CA, USA",Search,,,1484,www.allenrangecapital.com,,,,['Douglas\xa0Parizeau'],['Brendan\xa0Collins '],[],
1674,Progression Capital  ,Traditional,2020-11-02,"London, UK",Raise,,,1740,www.progressioncapital.co.uk,,,,"['Asad\xa0Jafri', 'Murtaza\xa0Khan']",[],[],
1675,Carysfort Partners  ,Self Funded,,"Cold Spring Harbor, NY, USA",Search,,,1996,https://www.carysfortpartners.com/,,,,['John\xa0Miller'],[],[],
1676,Nordic Rock Capital  ,Self Funded,2019-07-01,"Seattle, WA, USA",Search,,,1485,www.nordicrockcapital.com,,,,['Martin\xa0Skarra'],[],[],
1677,Edgebrook Partners (RV rentals)  ,Self Funded,2020-10-01,"Los Angeles, CA, USA",Search,,,1741,edgebrookinvest.com,,,,['Andy\xa0Preikschat'],[],[],
1678,SOUTHERN CAP PARTNERS  ,Traditional,2020-09-01,"Atlanta, Georgia, United States",Search,,,1997,https://www.southerncappartners.com/,,,,['Joel\xa0Potts'],"['Mark\xa0Carroll ', 'Casey\xa0Potts ']",[],
1679,Tsetserra Growth Partners  ,Self Funded,2019-06-02,"Austin, TX, USA",Search,,,974,www.tsetserra.com,,,,['Malcolm\xa0Peace'],[],[],
1680,Spur Acquisitions  ,Single Sponsor,2019-05-01,"Denver, CO, USA",Search,,,1230,spuracquisitions.com,,,,['John\xa0Sheffield'],[],[],
1681,MERIDIAN GROWTH PARTNERS  ,Self Funded,,"9200 E. Mineral Ave. Centennial, CO 80112",Explore,,,1486,https://www.wearemgpartners.com/,,,,['alvin.mcborrough@wearemgpartners.com\xa0'],[],[],
1682,,Traditional,,France,Explore,,,1742,,,,,['Alan\xa0Greco'],[],[],
1683,Abundant Culture Fund ,Self Funded,,"Chicago, IL, USA",Raise,,,1998,https://abundantculturefund.com/,,,,['Joseph\xa0Mims'],[],[],
1684,Smithgall Next Step  ,Self Funded,2018-09-04,"Atlanta, GA, USA",Search,,,975,www.smithgallnextstep.com,,,,['Chas\xa0Smithgall'],[],[],
1685,Continuum Equity Fund  ,Traditional,2019-07-10,"Jersey City, NJ, USA",Raise,,,1231,,,,,['Nana\xa0Somuah'],[],[],
1686,Q-Bank Group  ,Traditional,,"Greenwich, CT, USA",Search,,,1487,https://qbankgroup.com,,,,"['Kevin\xa0Valentine', 'Dell\xa0Hines']",[],[],
1687,Gold Hill Equity Partners  ,Self Funded,,"Los Angeles, CA, USA",Search,,,1743,goldhillequity.com,,,,['Yoon\xa0Baek'],[],[],
1688,Flywheel effect  ,Traditional,2020-04-22,"Melbourne VIC, Australia",Explore,,,1999,,,,,['Ricky\xa0Lee'],[],[],
1689,Denizen Capital  Carnegie Mellon University - Tepper School of Business,Traditional,2013-06-06,"Pittsburgh, PA, United States",Inactive,,,208,,,,,['Aditya\xa0Dhere'],[],[],
1690,Orchardview LLC  ,Self Funded,2020-01-01,"Philadelphia, PA, USA",Search,,,1488,www.orchardviewllc.com,,,,['Anthony\xa0Bucci'],['Steve\xa0Ressler'],[],
1691,Tolman Consulting  ,Self Funded,,Chicago,Search,,,1744,,,,,['Brett\xa0Tolman'],[],[],
1692,Delta Trail Capital LLC  ,Self Funded,2021-03-01,"Pittsburgh, Pennsylvania, United States",Search,,,2000,https://deltatrailcapital.com/,,,,['Austen\xa0Sybert'],[],[],
1693,Eagle Capital Growth Partners  The University of Chicago - Booth School of Business,Self Funded,2015-04-04,"Cincinnati, OH, United States",Search,,,209,http://www.eaglecapitalgrowthpartners.com/,,,,['Stanley\xa0Wells'],[],[],
1694,Stone Spire Capital  ,Self Funded,2017-09-01,"Kansas City, MO, United States",Search,,,721,http://www.stonespirecapital.com,,,,['David\xa0Buckley'],[],[],
1695,Steel Tree Capital,Self Funded,2018-10-01,"St. Louis, MO, USA",Search,,,977,www.steeltreecap.com,,,,[],[],[],
1696,Flagstone Heritage  ,Single Sponsor,2019-09-09,"Raleigh, NC, USA",Search,,,1233,https://www.flagstoneheritage.com,,,,"['Shannon\xa0Jones', 'Robbie\xa0Sutkay']",['Matt\xa0Littell '],[],
1697,Zen Capital Partners  ,Traditional,2020-07-15,"Toronto, ON, Canada",Search,,,1489,www.zencapitalpartners.com,,,,['Sid\xa0Singh'],"['Glen\xa0Silvestri', 'Mario\xa0Nigro', 'Jon\xa0Piurko', 'Priya\xa0Solanki ', 'Sudeep\xa0Das', 'Carlos\xa0Saez', 'Trevor\xa0Lwin ', 'Bruce\xa0Moszcelt ', 'Jim\xa0Edmunds', 'Todd\xa0Tracey', 'Mark\xa0Sinatra', 'Matt\xa0Zucker', 'Rich\xa0Kelley', 'David\xa0Carver', 'Mark\xa0Egan ', 'Duane\xa0Phillips ', 'Liroy\xa0Haddad ', 'Dan\xa0Chetrit', 'Amit\xa0Katarya', 'Kenneth\xa0Krajewski', 'Joe\xa0Niehaus', 'Herbert\xa0Doleisch', 'Alon\xa0Amar', 'José\xa0Moreno', 'Anthony\xa0Walker', 'Peter\xa0Schober']",[],
1698,1620 Adventurers  ,Traditional,2020-12-08,"Park City, UT, USA",Explore,,,1745,www.1620adventurers.com,,,,['James\xa0Agnew'],[],[],
1699,The Legacy Group  ,Traditional,2020-07-01,"Fort Worth, TX, USA",Search,,,2001,https://www.legacygroup.capital/,,,,['Scott\xa0Roudebush'],[],[],
1700,Innovature Capital  Liberty UniversityTonya Lee,Single Sponsor,2014-11-11,"Atlanta, GA, United States",Search,,,210,http://innovaturecapital.com/,,,,['Tonya\xa0Lee'],"['David\xa0Panton ', 'Marc\xa0Panton ']",[],
1701,"Tiber Equity Partners, LLC  ",Traditional,2018-01-01,"Atlanta, GA, United States",Inactive,,,722,www.tierequity.com,,,,['Francesco\xa0Zimbardi'],['John\xa0Keith Tate '],[],
1702,Baldwin Capital Partners  ,Traditional,2018-08-01,"Zionsville, IN, USA",Search,,,978,https://www.baldwincapitalpartners.com/,,,,"['Andrew\xa0Morrison', 'Elliot\xa0Smith ']",[],[],
1703,Legat Capital  ,Traditional,2019-07-29,"Mexico City, CDMX, Mexico",Raise,,,1234,,,,,['Jonathan\xa0Levinstein'],[],[],
1704,Greencove Capital Partners  ,Traditional,2020-04-20,"Golden, CO, USA",Search,,,1490,www.greencovecapitalpartners.com,,,,['Jeremy\xa0Faulk'],"['Andy\xa0Love', 'Brad\xa0Buser', 'B.A.\xa0Cullum', 'David\xa0Dodson', 'Susan\xa0Pohlmeyer', 'Sandro\xa0Mina', 'Felipe\xa0Corcuera', 'Warren\xa0Chan', 'Clement\xa0Lucas', 'Cecilia\xa0Lulli', 'Dave\xa0Carver ', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'Todd\xa0Tracey', 'Scott\xa0Alderman', 'Cregg\xa0Baumbaugh', 'Mitch\xa0Cohen', 'Aaron\xa0Perrine', 'Saumil\xa0Jariwala', 'Ed\xa0Weisiger ', 'Badge\xa0Stone', 'Macon\xa0Carroll', 'Walker\xa0Hobson', 'Ted\xa0Baxa', 'Mark\xa0Anderegg', 'Dave\xa0Lazier ', 'Jamie\xa0Turner ', 'Alex\xa0Gelman', 'Matt\xa0Estep', 'Eric\xa0Giesecke', 'Chris\xa0Lueck', 'Ned\xa0Tomasevic', 'Kent\xa0Weaver', 'Trevor\xa0Forbes', 'Troy\xa0Porras', 'Tom\xa0Cassutt']",[],
1705,Italian Search Fund Srl  ,Traditional,2020-09-09,"Milan, Lombardy, Italy",Explore,,,1746,https://www.italiansearchfund.com/,,,,['Maikol\xa0Borsetti'],"['Fabio\xa0Sattin ', 'Giovanni\xa0Campolo ']",[],
1706,Rose Hill  ,Traditional,2020-01-01,"Salt Lake City, UT, USA",Search,,,2002,https://www.rosehill-llc.com/,,,,['David\xa0Lee'],"['Jim\xa0Mattis ', 'Joel\xa0Peterson', 'Jeff\xa0Chambers ', 'Les\xa0Denend ', 'Charles\xa0O’Reilly ']",[],
1707,"Jasper Browne, LLC  ",Traditional,2018-06-06,"Cincinnati, OH, USA",Raise,,,979,,,,,"['Micah\xa0Dickson', 'RoShawn\xa0Winburn ', 'Donerik\xa0Black ']",[],[],
1708,Tara Capital  ,Traditional,2020-07-01,"Mexico City, CDMX, México",Search,,,1491,www.taracapital.com.mx,,,,"['Felipe\xa0Villaneda', 'Pierre\xa0Lambert']",[],[],
1709,Remolle Consulting  ,Traditional,,"New York, NY, EUA",Explore,,,1747,,,,,['Lucas\xa0Cavaglieri'],[],[],
1710,"Causeway Succession, LLC  ",Self Funded,,"Houston, TX, USA",Search,,,2003,https://www.causewaysuccession.com/,,,,['Daniel\xa0Reimer Jr'],[],[],
1711,Ibero Capital  ,Traditional,2018-02-23,"Madrid, Spain",Search,,,724,https://www.iberocapital.com/,,,,['Antonio\xa0Ribelles'],"['Fernando\xa0Herrero ', 'Luis\xa0Camilleri ', 'José\xa0Vila ', 'León\xa0Bartolomé ', 'Simon\xa0Bores ', 'Alfonso\xa0Barandiarán ', 'Jürgen\xa0Rilling ', 'Macon\xa0Carroll', 'Jose\xa0M Cabiedes ', 'Luis\xa0Cabiedes', 'Kirk\xa0Riedinger', 'Will\xa0Thorndike', 'Gerard\xa0García-Gassull ', 'Niko\xa0Hrdy ', 'Daniel\xa0Palacios', 'Carmelo\xa0Sanz de Barros ', 'Kent\xa0Weaver']",[],
1712,Albatross Equity  ,Traditional,2018-09-23,"Madrid, España",Search,,,980,,,,,['Manuel\xa0Bethencourt'],"['José\xa0Moreno', 'Sandro\xa0Mina', 'Martin\xa0Steber', 'Miguel Angel\xa0Cestero de Francisco ', 'Jorge\xa0Maortua ', 'Miguel\xa0 Albero ', 'Marcelo\xa0Castro Zappa']",[],
1713,Emptio Capital  ,Traditional,2020-07-21,"Madrid, Spain",Search,,,1236,https://emptiocapital.es/,,,,['Manuel\xa0Pintado Losa'],"['Jose\xa0M Cabiedes ', 'Marc\xa0Botet', 'José\xa0Barreiro ', 'Juan Luis\xa0Manaute', 'José\xa0Moreno', 'Alejandro\xa0Moya Najera', 'Franc\xa0Gómez-Landero']",[],
1714,Black Hat Capital  ,Self Funded,2020-08-03,"Glasgow, UK",Search,,,1492,www.blackhatcapital.co,,,,"['Ased\xa0Iqbal', 'Luis\xa0Guarin']",['Qasim\xa0Younis'],[],
1715,Purple Thistle Group ,Traditional,2020-04-07,"Glasgow, UK",Raise,,,1748,www.purplethistlegroup.com,,,,['Mark\xa0Goodwin'],[],[],
1716,Alta Lake Equity Partners  ,Traditional,2020-08-01,"New York, NY, USA",Search,,,2004,https://www.altalakepartners.com/,,,,['Ryan\xa0Galea'],"['Coley\xa0Andrews', 'Jim\xa0Southern', 'Kevin\xa0Oxendine', 'Scott\xa0Alderman', 'Cregg\xa0Baumbaugh', 'Mitch\xa0Cohen', 'Aaron\xa0Perrine', 'Saumil\xa0Jariwala', 'Neal\xa0Jacobs', 'Graham\xa0Weaver', 'Andy\xa0Love', 'Brad\xa0Buser', 'B.A.\xa0Cullum']",[],
1717,Desert Springs Capital  ,Traditional,2006-06-01,"San Francisco, CA, United States",Inactive,,,469,http://www.desertspringscap.com/,,,,['LaShawn\xa0James '],[],[],
1718,Kitty Hawk Partners,Traditional,2009-06-01,"Delaware, United States",Inactive,,,725,http://kittyhawkpartners.com/,,,,[],[],[],
1719,Global AI Internet Freedom Fund LP  ,Traditional,2019-08-28,"Virginia, USA",Raise,,,1237,www.gaiiff.com,,,,['Simon\xa0Gillett'],[],[],
1720,Rubikon Cap  ,Traditional,2020-07-06,"Zürich, Switzerland",Explore,,,1493,,,,,['Gianmarco L.\xa0Paddeu'],[],[],
