,name,type,formed,location_x,stage,company,acquired,searchfund_index,searchWebsite,companyWebsite,industry,location_y,searchers,investors,associates
1838,Estelio Partners  ,Traditional,20201001,"Palo Alto, California, United States",Search,,,1771,https://www.esteliopartners.com/,,,,['Luka\xa0Salamunic'],"['Alex\xa0Stavros', 'Andrew\xa0Saltoun ', 'Coley\xa0Andrews', 'Kent\xa0Weaver', 'Kevin\xa0Oxendine', 'Rich\xa0Kelley', 'Sara\xa0Rosenthal']",[]
1839,Horizon Holdings  ,Traditional,20210630,"Auckland, New Zealand",Raise,,,2027,www.horizonholdings.co.nz,,,,['Mike\xa0Bullot'],[],[]
1840,Antares Equity Partners  Columbia University - Columbia Business School,Self Funded,20151111,"Santo Domingo, Distrito Nacional, Dominican Republic",Search,,,236,http://antaresep.com/,,,,['Alvaro\xa0De Camps'],[],[]
1841,Brighton Square  ,Traditional,20191001,"Minneapolis, MN, USA",Explore,,,1260,brightonsquare.us,,,,"[""Tim\xa0O'Neil""]",[],[]
1842,Quercus Mittelstandsnachfolge  ,Self Funded,20200401,"Cologne, Deutschland",Search,,,1516,www.quercus-nachfolge.de,,,,['Benedikt\xa0Scheffer'],[],[]
1843,Golden Search Fund  ,Self Funded,,"New York, NY, USA",Search,,,1772,,,,,['Radoslav\xa0Lambev'],[],[]
1844,Dynamic Management Partners  ,Traditional,20151001,"Richmond, Virginia, United States",Inactive,,,493,,,,,['Michael\xa0Fay '],"['Rich\xa0Kelley', 'Jim\xa0Edmunds', 'David\xa0Carver', 'Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Greg\xa0Matthews', 'Richard\xa0Augustyn', 'Larry\xa0Dunn', 'Scott\xa0Alderman', 'Cregg\xa0Baumbaugh', 'Mitch\xa0Cohen', 'Jim\xa0Southern', 'Coley\xa0Andrews', 'Paul\xa0Davies', 'Rene\xa0Lajous', 'Chris\xa0Sekula', 'David\xa0Dodson', 'Susan\xa0Pohlmeyer', 'Graham\xa0Weaver', 'Uri\xa0Cohen ', 'Robert\xa0Dahl ', 'Grant\xa0Schafle']",[]
1845,Tempus Capital  ,Self Funded,20170801,"Beaconsfield, United Kingdom",Search,,,749,https://www.tempus-capital.com,,,,"['Brendan\xa0Thomas ', 'Patrick\xa0Boyle ', 'James\xa0Boyle ']",[],[]
1846,One North Holdings  ,Self Funded,20181118,"Pennsylvania, USA",Search,,,1005,www.onenorthholdings.com,,,,['Nissi\xa0Kim'],[],[]
1847,"Aber Capital Group, LLC  ",Self Funded,20190901,"Cleveland, OH, USA",Search,,,1261,https://abercapitalgroup.com/,,,,['Bob\xa0Aber'],[],[]
1848,iGOTHAM Capital  ,Traditional,,"New York, NY, USA",Search,,,1517,,,,,['Sandalina\xa0Sattar'],[],[]
1849,Summers Advisory Capital  ,Single Sponsor,20200204,"Portland, OR, USA",Explore,,,1773,,,,,['Chad\xa0Summers'],[],[]
1850,"Arnell Capital, LLC  ",Traditional,20210604,"Boston, MA, USA",Search,,,2029,https://www.arnellcap.com/,,,,[' Mauricio\xa0Gonzalez Karpovics'],"['Coley\xa0Andrews', 'Jim\xa0Southern', 'Kevin\xa0Oxendine', 'Joel\xa0Peterson', 'Clint\xa0Peterson', 'Richard\xa0Augustyn', 'Lawrence\xa0Dunn ', 'Tiffany\xa0Augustyn', 'Dave\xa0Carver ', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'Todd\xa0Tracey', 'Sara\xa0Rosenthal', 'Rob\xa0LeBlanc', 'Andrew\xa0Locke', 'Niel\xa0Wyma', 'Dan\xa0Chetrit', 'Liroy\xa0Haddad ', 'Kent\xa0Weaver', 'Ryan\xa0Robinson ', 'Lucas\xa0Braun', 'Matthew\xa0Burr', 'Alex\xa0Gelman', 'Mark\xa0Anderegg']",[]
1851,Fortaleza Capital Group  ,Traditional,19990101,"Miami Beach, FL, United States",Inactive,,,494,,,,,['Enrique\xa0Kaufer '],['Michael\xa0De Anda '],[]
1852,BuyFamCo  ,Self Funded,,"West Hartford, CT, United States",Search,,,750,,,,,['Alex\xa0Paiuk'],"['James\xa0Ryan', 'Westheimer\xa0Capital ']",['Michael\xa0Connolly (intern) ']
1853,CULPER LEGACY CAPITAL  ,Self Funded,20180828,"NY, USA",Explore,,,1006,,,,,['Jody\xa0Lupo'],[],[]
1854,Bodhi Tree Ventures  ,Traditional,20160613,"Sydney NSW, Australia",Raise,,,1262,https://bodhitreeventures.com.au,,,,['Ankit\xa0Mishra'],[],[]
1855,Interro Partners  ,Single Sponsor,20191113,"Chicago, IL, USA",Search,,,1518,www.interropartners.com,,,,"['Greg\xa0Janes', 'Joe\xa0Rizzi']",[],[]
1856,Helios Growth LLC  ,Self Funded,20200701,"Palm Beach, FL, USA",Search,,,1774,www.heliosgrowthpartners.com,,,,['Morgan\xa0McCauley'],[],[]
1857,NC Small Business Buyers  ,Self Funded,20210401,"Raleigh, North Carolina, United States",Search,,,2030,https://www.ncsmallbusinessbuyers.com/,,,,['Matthew\xa0Cox'],[],[]
1858,Quinten Capital  ,Traditional,20160701,"New York, NY, United States",Search,,,239,http://www.quintencapital.com/,,,,['Nima\xa0Safabakhsh '],"['Andy\xa0Love', 'Tushar\xa0Shah', 'Stephen\xa0Clearman', 'Michael\xa0Miles', 'Carlos\xa0Saez', 'Sandro\xa0Mina', 'Martin\xa0Steber', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'David\xa0Carver', 'Scott\xa0Asen', 'Tomas\xa0Bergstrand', 'Brad\xa0Brown', 'Tom\xa0Cassutt', 'Bill\xa0Egan ', 'Mark\xa0Egan ', 'David\xa0Lazier', ""Michael F\xa0O'Connell"", ""MK\xa0O'Connell"", 'Peter\xa0Schober', 'Jude\xa0Tuma', 'Charbel\xa0Zreik', 'Brad\xa0Buser', 'Todd\xa0Tracey']",['George\xa0Grealy ']
1859,"Four Leaf Company, LLC  Stanford University - Graduate School of Business",Traditional,20020101,"Dallas, TX",Inactive,,,495,,,,,['Christopher\xa0Flanagan '],[],[]
1860,West End Capital Partners  ,Traditional,20190301,"Chicago, IL, USA",Search,,,1007,www.westendcp.com,,,,['Dan\xa0Graves'],"['Joe\xa0Niehaus', 'Sandro\xa0Mina', 'Will\xa0Thorndike', 'Martin\xa0Steber', 'Bill\xa0Egan ', 'David\xa0Dodson', 'Mark\xa0Egan ', 'Susan\xa0Pohlmeyer', 'John\xa0Bingaman', 'Frank\xa0Van Lint ', 'Tomas\xa0Bergstrand', 'J.T.\xa0Fitzgerald', 'Sam\xa0Duprey ', 'Richard\xa0Augustyn', 'Larry\xa0Dunn', 'Jeff\xa0Montagna', 'Peter\xa0Schober', 'Jan\xa0Simon', 'Chris\xa0Lueck', 'Dustin\xa0Sellers ', 'Mike\xa0Smerklo', 'Ned\xa0Tomasevic', 'Richard\xa0Kennedy ', 'Constanza\xa0Family ']",[]
1861,40E Capital,Traditional,20190617,"Chicago, IL, USA",Explore,,,1263,,,,,[],[],[]
1862,Skyline Capital Partners  ,Traditional,20200401,"Toronto, ON, Canada",Raise,,,1519,www.skylinecp.com,,,,"['Dara\xa0Gill', 'Freddie\xa0Zhang']",[],[]
1863,BE Capital  ,Self Funded,20201020,New York,Search,,,1775,,,,,['Brian\xa0Eckels'],[],[]
1864,Pendle Group  ,Self Funded,20210613,London,Raise,,,2031,,,,,['Andrew\xa0Scuoler'],[],[]
1865,Revere Capital  University of Utah,Traditional,20160701,"Salt Lake City, UT, United States",Search,,,240,http://reverecapitalgroup.com,,,,"['Michael\xa0White ', 'Danny\xa0White ']","['Tom\xa0Cassutt', 'David\xa0Lazier', 'Jim\xa0Southern', 'Coley\xa0Andrews', 'David\xa0Carver', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'Cregg\xa0Baumbaugh', 'Scott\xa0Alderman', 'Mitch\xa0Cohen', 'Tomas\xa0Bergstrand', 'Brad\xa0Brown', 'David\xa0Dodson', 'Ted\xa0McCarthy', 'Michael\xa0Miles', 'Joe\xa0Niehaus', 'Gerald\xa0Risk', 'Andrew\xa0Saltoun ', 'Will\xa0Thorndike', 'Kent\xa0Weaver']",[]
1866,Ridgeback Capital  ,Self Funded,20171002,"111 Eagle Street, Brisbane, Australia",Search,,,752,https://www.ridgebackcapital.com.au/,,,,['Nick\xa0Bamford'],[],[]
1867,Steeful  ,Traditional,20190301,"Charlotte, NC, USA",Search,,,1008,http://www.steefulsearch.com/,,,,['Daniel\xa0Stiefel'],[],[]
1868,Sajama  ,Traditional,,"San Francisco, CA, USA",Explore,,,1520,,,,,['Sajama\xa0Sajama'],[],[]
1869,Bynario Ltd  ,Traditional,20190430,"Aberdeen, UK",Raise,,,1776,,,,,['Scott\xa0Campbell'],[],[]
1870,Newbury Franklin Software  ,Traditional,20210101,"Hanover, New Hampshire, United States",Search,,,2032,https://www.newburyfranklin.com/,,,,['Mark\xa0Noble'],[],[]
1871,Towanda Capital LLC  ,Traditional,20170124,"Knoxville, TN, United States",Inactive,,,497,www.towandacap.com,,,,['Christopher\xa0Ayala'],"['Coley\xa0Andrews', 'Jim\xa0Southern', 'Jason\xa0Luther', 'David\xa0Dodson', 'Susan\xa0Pohlmeyer', 'Craig\xa0Jones', 'Will\xa0Thorndike', 'Joe\xa0Niehaus', 'Mark\xa0Hilderbrand ', 'Barry\xa0Reynolds ', 'Bill\xa0Egan ', 'Mark\xa0Egan ', 'Richard\xa0Augustyn', 'Larry\xa0Dunn', 'Michael\xa0Miles', 'Carlos\xa0Saez', 'J.T.\xa0Fitzgerald', 'Robert\xa0Whitelaw', 'Rick\xa0Bruder', 'Graham\xa0Weaver', 'Brad\xa0Brown', 'Tomas\xa0Bergstrand']",[]
1872,Meadows Lane Capital  ,Traditional,20191010,"New York, NY, USA",Explore,,,1265,,,,,['William\xa0Lin'],[],[]
1873,Southport Ventures  ,Self Funded,20200701,"Chicago, IL, USA",Search,,,1521,https://southportventures.com/,,,,"['Nicholas\xa0Evans', 'Trevor\xa0Ewen']",[],[]
1874,Omena Capital  ,Self Funded,20171103,"Royal Oak, MI, United States",Inactive,,,754,www.omenacapital.com,,,,['Jonathon\xa0Popovski'],[],[]
1875,Serra Hill  ,Single Sponsor,20180701,"Boston, MA, USA",Search,,,1010,https://www.serrahill.com/,,,,['Themis\xa0Gomes'],"['Jeremy\xa0Silverman', 'Timothy\xa0Bovard', 'Chris\xa0Fuller', 'Scott\xa0Stiff', 'Nicole\xa0McDermott']","['Jacob\xa0Kahn ', 'Jacob\xa0Khan']"
1876,Transition Leadership Capital  ,Self Funded,20200701,"San Antonio, TX, USA",Search,,,1522,transitionlead.com,,,,['Nate\xa0Carlson'],[],[]
1877,Simpler Days Capital  ,Traditional,20210108,"Toronto, ON, Canada",Raise,,,1778,www.simplerdays.ca,,,,['Michael\xa0Orrbrooke'],[],[]
1878,STJ INVEST  ,Traditional,,"Lyon, France",Raise,,,2034,,,,,['Sacha\xa0Tolegano-Jourdren'],[],[]
1879,Corsair Pacific Capital LLC  Stanford University,Traditional,20140701,"New York, NY, United States",Search,,,243,http://www.corsairpacific.com/,,,,['David\xa0Bruder '],"['Jim\xa0Bildner ', 'Tom\xa0Cassutt', 'David\xa0Lazier', 'Robert\xa0Dahl ', 'David\xa0Dodson', 'Matt\xa0Estep', 'Michael\xa0Miles', 'Carlos\xa0Saez', 'Jim\xa0Perry ', 'Peter\xa0Schober', 'Rafael\xa0Somoza', 'José\xa0Stella', 'Jamie\xa0Turner ', 'A.J.\xa0Wasserstein', 'Kent\xa0Weaver', 'Frank\xa0Van Lint ', 'J.T.\xa0Fitzgerald', 'Jay\xa0Ferst', 'Dom\xa0Ferst', 'Sandro\xa0Mina', 'Martin\xa0Steber', 'Howard\xa0Stevenson ', 'Will\xa0Stevenson', 'Craig\xa0Jones', 'Bina\xa0Khan ', 'Badge\xa0Stone']",[]
1880,"Granite Creek Capital, LLC  ",Traditional,20060301,"Santa Monica, CA, United States",Inactive,,,499,,,,,['Frank\xa0Schropfer '],[],[]
1881,Heritage View Capital  ,Traditional,20171201,"Amsterdam, Netherlands",Inactive,,,755,www.heritageviewcapital.com,,,,['Peter-Paul\xa0de Leeuw'],[],[]
1882,JJD Acquisition LLC  ,Self Funded,20190109,"Philadelphia, PA, USA",Search,,,1011,www.jjdacquisition.com,,,,['Jim\xa0Demartini'],[],[]
1883,Poulp  ,Self Funded,20191001,"London, Vereinigtes Königreich",Explore,,,1267,,,,,['Konstantin\xa0Von Bueren'],[],[]
1884,Krasnov Management Company  ,Traditional,,"Houston, TX, USA",Explore,,,1523,,,,,['Jamie\xa0Krasnov'],[],[]
1885,Cuesta Legacy  ,Self Funded,20210104,"Tulsa, OK, USA",Search,,,1779,https://www.cuestalegacy.com/,,,,['Ryan\xa0Gin'],[],[]
1886,one tree capital  ,Traditional,,"Melbourne VIC, Australia",Explore,,,2035,,,,,['Joshua\xa0Fricke'],[],[]
1887,"McIntosh Partners, LP  ",Self Funded,20170501,"Vancouver, BC, Canada",Search,,,756,http://mcintoshpartners.com/,,,,['Michael\xa0Bennett'],"['BRAD\xa0BENNETT ', 'RANDY\xa0LOWE ', 'DAVID\xa0FILMON ', 'CHARLIE\xa0SPIRING ', 'JAY\xa0MOULTON ', 'Jan\xa0Simon', 'Martin\xa0Steber', 'Simon\xa0Webster']",[]
1888,River Partners  ,Self Funded,20190102,"Medellin, Antioquia, Colombia",Search,,,1012,https://www.riverpartners.co/,,,,['Jose Pablo\xa0Betancourt'],['Pablo\xa0Fernandez'],[]
1889,Utah Capital Partners  ,Self Funded,20200501,"Utah, USA",Search,,,1524,www.utahcapitalpartners.com,,,,['Kevin\xa0Duncan'],[],[]
1890,Nova Vida Capital  ,Traditional,20210101,"Toronto, ON, Canada",Raise,,,1780,https://www.novavidacapital.com/,,,,['Piyush\xa0K'],"['Glen\xa0Silvestri', 'Mario\xa0Nigro', 'Jon\xa0Piurko']",[]
1891,White Mountain Acquisition  ,Self Funded,,"Austin, TX, USA",Search,,,2036,,,,,['Doug\xa0Dellinger'],[],[]
1892,Western Square LLC  ,Traditional,20190715,"Boston, MA, USA",Search,,,1269,www.westernsq.com,,,,['Max\xa0Wibaux'],[],[]
1893,Promise33  ,Self Funded,20200203,"Cleveland, OH, USA",Search,,,1525,www.promise33.com,,,,['Noelle\xa0Sieradzki'],[],[]
1894,Gait Partners  ,Traditional,20201001,Singapore,Search,,,2037,https://www.gaitpartners.com/,,,,"['John Raphael\xa0Lum', '\xa0Benjamin Ethan Lim ']",[],[]
1895,Hinge Ventures  ,Traditional,20090618,"California, United States",Inactive,,,502,,,,,"['Jay\xa0Siegel ', 'Rohit\xa0Verma ']",[],[]
1896,ThreeHill Capital Partners  ,Traditional,190927,"Boston, MA, USA",Raise,,,1270,https://www.threehillcapital.com,,,,"['John\xa0Yanchek', 'Tucker\xa0Donahoe']",[],[]
1897,Kola Capital Partners  ,Traditional,,"Los Angeles, CA, USA",Search,,,1526,https://www.kolacapitalpartners.com/,,,,['David\xa0Obia'],[],[]
1898,Atlantic CAN Capital  ,Traditional,,"Moncton, NB, Canada",Search,,,1782,,,,,['Andrew\xa0Cercena'],[],[]
1899,Blacktop Equity Partners  ,Traditional,20180401,"Denver, Colorado, United States",Search,,,2038,https://www.blacktopequity.com/,,,,['Robert\xa0Martin'],"['Coley\xa0Andrews', 'Jim\xa0Southern', 'Kevin\xa0Oxendine', 'Andy\xa0Love', 'Brad\xa0Buser', 'B.A.\xa0Cullum', 'Paul\xa0Davies', 'Rene\xa0Lajous', 'David\xa0Luttrell', 'Scott\xa0Alderman', 'Cregg\xa0Baumbaugh', 'Mitch\xa0Cohen', 'Aaron\xa0Perrine', 'Saumil\xa0Jariwala', 'Jason\xa0Pananos', 'Jay\xa0Davis', 'Andrew\xa0Saltoun ', 'Kent\xa0Weaver', 'Tom\xa0Cassutt', 'David\xa0Lazier', 'Will\xa0Thorndike', 'Brad\xa0Brown', 'Mark\xa0Agnew']",[]
1900,Navalper LLC  ,Self Funded,20190212,"Boston, MA, United States",Search,,,759,https://www.navalusa.com/,,,,['Julio\xa0Jiménez Solano'],[],[]
1901,ADSC  ,Traditional,20190301,"San Francisco, CA, USA",Raise,,,1271,https://adscventures.com/are-we-a-fit,,,,['Chris\xa0Power'],"['Jeff\xa0Stevens', 'Ashley\xa0Giesler']",[]
1902,Bitacora,Self Funded,,Barcelona,Raise,,,1527,,,,,[],[],[]
1903,Atlantic CAN Capital  ,Traditional,,"Moncton, NB, Canada",Search,,,1783,http://atlcan.ca/,,,,['Derek\xa0Smith'],"['Andrew\xa0Cercena', 'Markos\xa0Zerefos']",[]
1904,Hudson Yards Capital  ,Traditional,20210607,"New York, ניו יורק, ארצות הברית",Search,,,2039,www.HudsonYardsCapital.com,,,,['Haim\xa0Haviv'],[],[]
1905,Mugello Group  ,Traditional,20130203,"Los Angeles, CA, United States",Inactive,,,248,http://www.mugellogroup.com/,,,,['James\xa0Wright'],"['Jim\xa0Downey ', 'David\xa0Dodson', 'Richard\xa0Augustyn', ""MK\xa0O'Connell"", ""Michael F\xa0O'Connell"", 'Scott\xa0Asen', 'Gerald\xa0Risk', 'David\xa0Carver', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'Peter\xa0Kelly', 'Bob\xa0Oster ', 'Tomas\xa0Bergstrand', 'David\xa0Lazier', 'Tom\xa0Cassutt', 'Jim\xa0Ellis', 'Kent\xa0Weaver', 'Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Greg\xa0Matthews', 'Grant\xa0Schafle', 'Larry\xa0Dunn']",[]
1906,Cresfort Capital  ,Self Funded,20170202,"Shreveport, LA, United States",Search,,,760,cresfortcapital.com,,,,['Jim\xa0Broyles'],[],[]
1907,Fifth Block  ,Traditional,20191001,"Mountlake Terrace, WA, USA",Search,,,1272,http://fifthblockcapital.com,,,,['Nikita\xa0Sunilkumar'],"['Scott\xa0Alderman', 'Jim\xa0Southern', 'Coley\xa0Andrews', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'David\xa0Carver', 'Todd\xa0Tracey', 'David\xa0Dodson', 'Susan\xa0Pohlmeyer', 'Benjamin\xa0Coats', 'Andrew\xa0Saltoun ', 'Sara\xa0Rosenthal', 'Amory\xa0Hill ', 'Rameez\xa0Ansari ', 'Steve\xa0Lau ', 'John\xa0Shoaf']",[]
1908,Locke River  ,Self Funded,20200201,"Austin, TX, USA",Search,,,1528,www.lockeriver.com,,,,['Kyle\xa0Kong'],[],[]
1909,Filion Capital  ,Traditional,20210104,"Dallas, TX, USA",Raise,,,1784,www.filioncapital.com,,,,['Edward\xa0Diogu'],[],[]
1910,Evan Searcher  ,Traditional,,"Germantown, MD, USA",Explore,,,2040,,,,,['Evan\xa0Owan'],[],[]
1911,Stonewall Equity Partners  ,Traditional,20160601,"Ashburn, VA, United States",Inactive,,,249,NOT ACTIVE: www.stonewall-equity.com,,,,['Thomas\xa0Jackson'],"['Jim\xa0Southern', 'Coley\xa0Andrews', 'Sandro\xa0Mina', 'Martin\xa0Steber', 'Paul\xa0Davies', 'Rene\xa0Lajous', 'Richard\xa0Augustyn', 'Larry\xa0Dunn', 'Zac\xa0Carman', 'Tom\xa0Cassutt', 'David\xa0Lazier', 'Jay\xa0Davis', 'David\xa0Dodson', 'Matt\xa0Estep', 'Will\xa0Thorndike', 'Joe\xa0Niehaus', 'Gerald\xa0Risk', 'Dustin\xa0Sellers ', 'Mike\xa0Smerklo', 'A.J.\xa0Wasserstein', 'Kent\xa0Weaver']",[]
1912,Safiyah Partners  ,Traditional,20190601,"La Jolla Amago, CA, USA",Search,,,1273,https://www.safiyahpartners.net/about,,,,['Quaye\xa0Quartey'],"['Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Scott\xa0Alderman', 'Cregg\xa0Baumbaugh', 'Mitch\xa0Cohen', 'David\xa0Dodson', 'Susan\xa0Pohlmeyer']",[]
1913,Sequoia Partners  ,Traditional,20200409,Los Angeles,Raise,,,1529,,,,,['Eric\xa0Yeh'],[],[]
1914,Ridgemont Street Capital  ,Traditional,20210101,"Dallas, TX, USA",Raise,,,1785,www.ridgemontstreet.com,,,,['Ben\xa0Kirby'],[],[]
1915,Ajayi Venture Capital  ,Traditional,,"Atlanta, GA, USA",Explore,,,2041,davincibarcelo.com/avc,,,,['Davinci\xa0Barcelo'],[],[]
1916,Nu-Alpha Capital  ,Traditional,,"New York, NY, United States",Raise,,,762,,,,,['Rohit\xa0Verma'],[],[]
1917,Mount Berico Capital  ,Self Funded,20180101,"Boston, MA, USA",Search,,,1018,www.mountbericocapital.com,,,,['Donald\xa0Gourley'],[],[]
1918,The Staverton Group  ,Traditional,20190501,"Arkansas, USA",Search,,,1274,,,,,['Scott\xa0Sorenson'],"['Jim\xa0Southern', 'Coley\xa0Andrews', 'Brad\xa0Buser', 'Andy\xa0Love', 'David\xa0Dodson', 'Susan\xa0Pohlmeyer', 'Will\xa0Thorndike', 'Mark\xa0Hilderbrand ', 'Jason\xa0Pananos', 'Jay\xa0Davis', 'Scott\xa0Alderman', 'Cregg\xa0Baumbaugh', 'Mitch\xa0Cohen', 'Badge\xa0Stone', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'David\xa0Carver', 'Todd\xa0Tracey', 'Brandon\xa0Cope ', 'Kent\xa0Weaver', 'Steve\xa0Lau ', 'Rameez\xa0Ansari ', 'Andrew\xa0Saltoun ', 'Ganon\xa0Rowan ', 'Troy\xa0Porras', 'Trevor\xa0Forbes']",[]
1919,"Blue Dog Hill, LLC  ",Traditional,20191115,"New York, NY, USA",Search,,,1530,,,,,['Paul\xa0Vitelli'],[],[]
1920,The AA Group  ,Self Funded,20200701,"Genève, Suisse",Search,,,1786,www.theaagroup.ch,,,,['Abdelaziz\xa0Amraoui'],[],[]
1921,Novastone Capital Advisors (NCA)  ,Traditional,20210618,"New York, NY, USA",Search,,,2042,www.novastone-ca.com,,,,['Rania\xa0Missoumi'],"['Christian\xa0Malek', 'Elena\xa0Trukhina']",[]
1922,Idus Capital  ,Traditional,20180601,"Casablanca, Grand Casablanca, Morocco",Search,,,507,,,,,['Hicham\xa0Haddouti'],"['León\xa0Bartolomé ', 'Martin\xa0Steber', 'Jürgen\xa0Rilling ', 'Jorge\xa0Maortua ', 'Sandro\xa0Mina', 'Tom\xa0Hendrickx', 'Bill\xa0Egan ', 'Peter\xa0Schober', 'Miguel Angel\xa0Cestero de Francisco ', 'Jose\xa0M Cabiedes ', 'Luis\xa0Cabiedes', 'Miguel\xa0 Albero ', 'Marcelo\xa0Castro Zappa']",[]
1923,Kriu Investimentos  ,Self Funded,20170703,"Porto Alegre - RS, Brasil",Search,,,763,www.kriu.com.br,,,,['Diego\xa0Magnus'],[],[]
1924,Vitellus  ,Traditional,,"Nairobi, Kenya",Raise,,,1019,,,,,['Hubert\xa0Coffi'],[],[]
1925,Summerlakes  ,Traditional,20190507,"New York City, NY, USA",Explore,,,1275,www.summerlakesllc.com,,,,['Adam\xa0Aisen'],"['Aaron\xa0Perrine', 'Andrew\xa0Saltoun ', 'David\xa0Carver', 'Doug\xa0Tudor ', 'Gerald\xa0Risk', 'G.J.\xa0King ', 'Jason\xa0Pananos', 'Jay\xa0Davis', 'Jim\xa0Edmunds', 'Kent\xa0Weaver', 'José\xa0Stella', 'Kevin\xa0Oxendine', 'Lucas\xa0Braun', 'Mario\xa0Sicilia ', 'Neal\xa0Jacobs', 'Rafael\xa0Somoza', 'Rameez\xa0Ansari ', 'Rich\xa0Kelley', 'Ryan\xa0Robinson ', 'Steve\xa0Lau ', 'Todd\xa0Tracey', 'Will\xa0Bressman', 'Will\xa0Thorndike']",[]
1926,B Media  ,Self Funded,20200501,"New York, NY, USA",Explore,,,1531,b.media,,,,['Andy\xa0Busalacchi'],[],[]
1927,Wharncliffe Captial  ,Single Sponsor,20210104,"Toronto, ON, Canada",Explore,,,1787,,,,,['Avery\xa0Gales'],[],[]
1928,Saga Growth Partners  ,Traditional,20210802,Chicago,Explore,,,2043,www.sagagrowth.com,,,,['Troy\xa0Beebe'],[],[]
1929,Sophia Partners LLC  ,Traditional,20111001,"San Francisco, CA, United States",Inactive,,,252,,,,,['Charles\xa0Anderson'],"['Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Greg\xa0Matthews', 'Grant\xa0Schafle', 'Richard\xa0Augustyn', 'Larry\xa0Dunn']",[]
1930,Windhill Capital LLC  ,Self Funded,20170208,"New Hampshire, United States",Search,,,508,https://www.windhillcap.com/,,,,['Link\xa0Moser'],"['Adam\xa0Barker', 'Musa\xa0Pam', 'Albert\xa0Jones ', 'Thompson\xa0Stimpel ']",[]
1931,Cronkhite Capital Group  ,Self Funded,20181201,"District of Columbia, DC, USA",Search,,,1020,https://www.cronkhitecapital.com/,,,,['Ryan\xa0Hammon'],[],[]
1932,ArcForty  ,Traditional,20190901,"Palo Alto, CA, USA",Search,,,1276,https://www.arcforty.com/team,,,,['Cait\xa0Bartlett'],[],[]
1933,Schooner Group Holdings LLC  ,Single Sponsor,20200601,"Boston, MA, USA",Search,,,1532,www.schooner-holdings.com,,,,['Will\xa0Gray'],[],[]
1934,"Diapente Capital, LLC  ",Traditional,20201007,"Texas, USA",Search,,,1788,www.diapentecapital.com,,,,['Lori\xa0Harrington'],[],[]
1935,Bay Street Capital  ,Traditional,20210801,"Toronto, ON, Canada",Raise,,,2044,www.baystreet-capital.com,,,,['Ali\xa0Badruddin'],[],[]
1936,Pearson Coast Capital  ,Traditional,20170301,"Poughkeepsie, NY, United States",Search,,,765,https://pearsoncoastcapital.com,,,,['Patrick\xa0McCarthy'],"['Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Greg\xa0Matthews', 'Brad\xa0Brown', 'Paul\xa0Davies', 'Rene\xa0Lajous', 'Chris\xa0Sekula', 'Natalie\xa0Cryer', 'Gerald\xa0Risk', 'Jay\xa0Davis', 'Jason\xa0Pananos', 'Joe\xa0Niehaus', 'Kent\xa0Weaver', 'León\xa0Bartolomé ', 'Jim\xa0Southern', 'Coley\xa0Andrews', 'Jason\xa0Luther', 'Rick\xa0Gustafson ', 'Rob\xa0Johnson ', 'Jan\xa0Simon', 'Kristoff\xa0Puelinckx', 'Will\xa0Thorndike', 'Badge\xa0Stone', 'Macon\xa0Carroll', 'Ed\xa0Weisiger ', 'Grant\xa0Schafle']",[]
1937,Springer Lake Capital  ,Traditional,20190115,"Raleigh, NC, USA",Raise,,,1021,,,,,['Jeff\xa0Schroeder'],[],[]
1938,"Maia Growth Capital, LLC  ",Traditional,20180707,"Denver, CO, USA",Search,,,1277,,,,,['Hayden\xa0Brink'],[],[]
1939,Tocqueville Investment LLC  ,Self Funded,20181112,"Pasadena, CA, USA",Search,,,1533,www.tocquevilleinvestment.com,,,,"['Nicolas\xa0Conrad', 'Nancy\xa0Duong ']",[],[]
1940,Athenaeum Partners  ,Traditional,20201001,"Los Angeles, CA, USA",Search,,,1789,https://www.athenaeumpartners.com,,,,"['John\xa0Rochefort', 'Orlan\xa0Davies']",[],[]
1941,Michael Black Search Fund (formation date is approximate)  ,Traditional,20091001,"Seattle, WA, United States",Inactive,,,766,,,,,['Michael\xa0Black '],[],[]
1942,Yash Shukla  ,Traditional,20200803,"Toronto, ON, Canada",Explore,,,1534,,,,,['Yash\xa0Shukla'],[],[]
1943,Palmeira Square Capital  ,Self Funded,20210101,"London, UK",Explore,,,1790,,,,,['Tom\xa0Mitura'],[],[]
1944,"Golden Eagle Capital Partners, LLC",Traditional,,"Chicago, IL, USA",Explore,,,2046,,,,,[],[],[]
